chr	gene	start	end	transcript	strand	cancerGene	geneColor
9	ST6GALNAC6	130647600	130667627	NM_001287003|NM_001287001|NM_013443|NM_001287000|NM_001286999|NM_001287002|NR_104629	-	no	black
9	ST6GALNAC4	130670165	130679305	NM_175040|NM_175039	-	no	black
9	PIP5KL1	130683808	130693076	NM_173492|NM_001135219	-	no	black
9	DPM2	130697374	130700763	NM_003863	-	no	black
9	FAM102A	130702861	130742812	NM_203305|NM_001035254	-	no	black
9	NAIF1	130823512	130829599	NM_197956	-	no	black
9	SLC25A25	130830479	130871537	NM_001006641|NM_001265614|NM_001006642|NM_052901|NR_049766	+	no	black
9	SLC25A25-AS1	130873450	130881013	NR_033374	-	no	black
9	PTGES2	130882972	130890741	NM_001256335|NM_025072|NM_198938	-	no	black
9	PTGES2-AS1	130890808	130892913	NR_024425	+	no	black
9	LCN2	130911732	130915734	NM_005564	+	no	black
9	C9orf16	130922539	130926207	NM_024112	+	no	black
9	CIZ1	130928344	130966662	NM_001131017|NM_001131018|NM_001131016|NM_001257976|NM_001257975|NM_001131015|NM_012127	-	no	black
9	DNM1	130965634	131017527	NM_001288739*|NM_004408*|NM_001288738*|NM_001005336*|NM_001288737*	+	no	black
9	MIR199B	131007000	131007109	NR_029619	-	no	black
9	MIR3154	131007226	131007309	NR_036110	-	no	black
9	GOLGA2	131018108	131038268	NM_004486	-	no	black
9	SWI5	131038425	131051268	NM_001040011	+	no	black
9	TRUB2	131071396	131084697	NM_015679	-	no	black
9	COQ4	131084791	131096351	NM_016035	+	no	black
9	SLC27A4	131102839	131123749	NM_005094	+	no	black
9	MIR1268A	131114326	131424415	NR_031672	+	no	black
9	URM1	131133598	131154295	NM_030914|NM_001135947|NR_049743|NM_001265582	+	no	black
9	MIR219A2	131154897	131154993	NR_029837	-	no	black
9	MIR219B	131154900	131154987	NR_039815	+	no	black
9	CERCAM	131181439	131199630	NM_001286760|NM_016174	+	no	black
9	ODF2	131217434	131263571	NM_153436|NM_153432|NM_153439|NM_001242354|NM_001242352|NM_153435|NM_002540|NM_001242353|NM_153440|NM_153433|NM_153437	+	no	black
9	GLE1	131266971	131304580	NM_001499|NM_001003722	+	no	black
9	SPTAN1	131314837	131395944	NM_001130438|NM_003127|NM_001195532	+	no	black
9	WDR34	131395940	131419129	NM_052844	-	no	black
9	SET	131445934	131458675	NM_001122821|NM_001248000|NM_003011|NM_001248001	+	yes	red4
9	PKN3	131464802	131483199	NM_013355	+	no	black
9	ZDHHC12	131483149	131486408	NM_032799	-	no	black
9	LOC100506100	131486741	131495522	NR_046240	+	no	black
9	ZER1	131492067	131534213	NM_006336	-	no	black
9	TBC1D13	131549486	131572711	NM_018201|NM_001286772	+	no	black
9	ENDOG	131580779	131584955	NM_004435	+	no	black
9	C9orf114	131581930	131592100	NM_016390	-	no	black
9	CCBL1	131595221	131644354	NM_001287390|NR_109829|NM_001122671|NM_001122672|NM_004059	-	no	black
9	LRRC8A	131644391	131680317	NM_019594|NM_001127245|NM_001127244	+	no	black
9	PHYHD1	131683174	131704320	NM_174933|NM_001100876|NM_001100877	+	no	black
9	DOLK	131707809	131710012	NM_014908	-	no	black
9	NUP188	131709972	131769375	NM_015354	+	no	black
9	SH3GLB2	131770072	131790632	NM_001287046|NM_020145|NM_001287045	-	no	black
9	FAM73B	131799253	131834351	NM_032809	+	no	black
9	DOLPP1	131843383	131852717	NM_020438|NM_001135917|NR_072983	+	no	black
9	CRAT	131857073	131873070	NM_001257363|NM_000755	-	no	black
9	PPP2R4	131873228	131911225	NM_021131|NM_178003|NM_178001|NM_178000|NM_001271832|NM_001193397	+	no	black
9	IER5L	131937831	131940540	NM_203434	-	no	black
9	LOC101929331	132044695	132047998	NR_121587	+	no	black
9	C9orf106	132083295	132084882	NM_001012715	+	no	black
9	LINC01503	132099202	132109756	NR_120685|NR_120686	+	no	black
9	LINC00963	132250939	132275965	NR_038955	+	no	black
9	NTMT1	132371163	132398410	NM_001286796|NM_001286797|NM_014064|NR_104596|NM_001286798|NM_001286800|NM_001286802|NM_001286801|NM_001286803|NM_001286799	+	no	black
9	C9orf50	132374504	132383055	NM_199350	-	no	black
9	ASB6	132396883	132404448	NM_017873|NM_001202403|NM_177999	-	no	black
9	PRRX2	132427920	132484951	NM_016307	+	no	black
9	PTGES	132500615	132515344	NM_004878	-	no	black
9	TOR1B	132565432	132573560	NM_014506	+	no	black
9	TOR1A	132575221	132586441	NM_000113	-	no	black
9	C9orf78	132589564	132597572	NM_016520	-	no	black
9	USP20	132597696	132644117	NM_001110303|NM_006676|NM_001008563	+	no	black
9	MIR6855	132631884	132631950	NR_106914	+	no	black
9	FNBP1	132649466	132805473	NM_015033	-	yes	red4
9	GPR107	132815985	132902448	NM_001287346|NM_001136558|NM_001136557|NM_020960	+	no	black
9	NCS1	132934857	132999583	NM_014286|NM_001128826	+	no	black
9	HMCN2	133028158	133309510	NM_001291815*	+	no	black
9	ASS1	133320094	133376661	NM_054012|NM_000050	+	no	black
9	LOC100272217	133452737	133454881	NR_027440	-	no	black
9	FUBP3	133454960	133513739	NM_003934	+	no	black
9	MIR6856	133501684	133501750	NR_106915	+	no	black
9	PRDM12	133539981	133558384	NM_021619	+	no	black
9	EXOSC2	133569147	133580281	NM_014285|NM_001282708|NR_104230|NM_001282709	+	no	black
9	ABL1	133589268	133763062	NM_007313|NM_005157	+	yes	red4
9	QRFP	133768815	133769225	NM_198180	-	no	black
9	FIBCD1	133777825	133814455	NM_032843|NM_001145106	-	no	black
9	LAMC3	133884504	133968446	NM_006059	+	no	black
9	AIF1L	133971863	133998539	NM_001185095|NM_031426|NM_001185096|NR_033701	+	no	black
9	NUP214	134000948	134110057	NM_005085	+	yes	red4
9	FAM78A	134133465	134151906	NM_033387	-	no	black
9	PPAPDC3	134165081	134184649	NM_032728	+	no	black
9	PRRC2B	134305477	134375575	NM_013318	+	no	black
9	SNORD62B	134361052	134361137	NR_003050	+	no	black
9	POMT1	134378289	134399193	NM_007171|NM_001136114|NM_001136113|NM_001077365|NM_001077366	+	no	black
9	UCK1	134399183	134406662	NM_001135954|NM_001261451|NM_001261450|NM_031432	-	no	black
9	RAPGEF1	134452157	134615331	NM_198679|NM_005312|NM_001304275	-	no	black
9	MED27	134735497	134955274	NM_004269|NM_001253881|NM_001253882	-	no	black
9	NTNG2	135037334	135118220	NM_032536	+	no	black
9	SETX	135136827	135230372	NM_015046	-	no	black
9	TTF1	135250937	135282238	NM_007344|NM_001205296	-	no	black
9	C9orf171	135285583	135448706	NM_207417|NM_001282957	+	no	black
9	BARHL1	135457993	135465640	NM_020064	+	no	black
9	DDX31	135469676	135545788	NM_022779|NM_138620	-	no	black
9	GTF3C4	135545728	135565470	NM_012204	+	no	black
9	AK8	135600965	135754198	NM_152572	-	no	black
9	C9orf9	135754290	135765418	NM_018956	+	no	black
9	TSC1	135766735	135820020	NM_001162426|NM_000368|NM_001162427	-	yes	red4
9	GFI1B	135820932	135867084	NM_004188|NM_001135031	+	no	black
9	MIR548AW	135821094	135821158	NR_049862	+	no	black
9	GTF3C5	135906062	135933890	NM_001286709|NM_012087|NM_001122823	+	no	black
9	MIR6877	135927383	135927446	NR_106937	+	no	black
9	CEL	135937365	135947250	NM_001807	+	no	black
9	CELP	135957926	135962478	NR_001275	+	no	black
9	RALGDS	135973107	136024607	NM_006266|NM_001271776|NM_001271775|NM_001271774|NM_001042368	-	yes	red4
9	GBGT1	136028335	136039332	NM_001282632|NM_001288572|NM_021996|NM_001282629|NM_001288573	-	no	black
9	OBP2B	136080666	136084637	NM_014581|NM_001288987|NR_110243|NR_110242	-	no	black
9	ABO	136130563	136150630	NM_020469*	-	no	black
9	SURF6	136197543	136203047	NM_006753|NM_001278942|NR_103874	-	no	black
9	MED22	136207751	136215011	NM_133640|NM_181491	-	no	black
9	RPL7A	136215069	136218280	NM_000972	+	no	black
9	SNORD24	136216251	136216325	NR_002447	+	no	black
9	SNORD36B	136216949	136217019	NR_000017	+	no	black
9	SNORD36A	136217311	136217382	NR_002448	+	no	black
9	SNORD36C	136217701	136217767	NR_000016	+	no	black
9	SURF1	136218660	136223361	NM_003172|NM_001280787	-	no	black
9	SURF2	136223421	136228041	NM_017503|NM_001278928	+	no	black
9	SURF4	136228325	136244820	NM_001280793|NM_033161|NM_001280790|NM_001280791|NM_001280789|NM_001280792|NM_001280788	-	no	black
9	STKLD1	136243284	136271220	NM_153710|NR_103997	+	no	black
9	REXO4	136271182	136283292	NM_001279349|NR_103995|NR_103996|NM_001279350|NM_020385|NM_001279351	-	no	black
9	ADAMTS13	136279459	136324525	NR_024514|NM_139025|NM_139026|NM_139027	+	no	black
9	CACFD1	136325087	136335909	NM_001135775|NM_017586|NM_001242370|NM_001242369	+	no	black
9	SLC2A6	136336216	136344276	NM_017585|NM_001145099	-	no	black
9	TMEM8C	136379708	136390068	NM_001080483	-	no	black
9	ADAMTSL2	136397286	136440641	NM_001145320|NM_014694	+	no	black
9	FAM163B	136443537	136445368	NM_001080515	-	no	black
9	DBH	136501485	136524466	NM_000787	+	no	black
9	DBH-AS1	136519709	136522530	NR_102735	-	no	black
9	SARDH	136528684	136605077	NM_001134707|NM_007101	-	no	black
9	VAV2	136627016	136857446	NM_001134398|NM_003371	-	no	black
9	LINC00094	136890561	136896719	NR_015427	+	no	black
9	BRD3	136895446	136933141	NM_007371	-	yes	red4
9	WDR5	137001210	137025094	NM_017588|NM_052821	+	no	black
9	RNU6ATAC	137029562	137029686	NR_023344	-	no	black
9	RXRA	137218309	137332432	NM_002957|NM_001291920|NM_001291921	+	no	black
9	MIR4669	137271257	137271318	NR_039816	+	no	black
9	COL5A1	137533651	137736688	NM_000093|NM_001278074	+	no	black
9	LOC101448202	137711261	137764464	NR_103451	-	no	black
9	MIR3689A	137741021	137742490	NR_037460	-	no	black
9	MIR3689C	137741144	137741215	NR_039691	-	no	black
9	MIR3689D1	137741455	137741528	NR_039693	-	no	black
9	MIR3689B	137741971	137742118	NR_037469	-	no	black
9	MIR3689D2	137742123	137742202	NR_039694	-	no	black
9	MIR3689E	137742416	137742487	NR_039695	-	no	black
9	MIR3689F	137742588	137742653	NR_039696	-	no	black
9	FCN2	137772658	137779366	NM_015837|NM_004108	+	no	black
9	FCN1	137801431	137809806	NM_002003	-	no	black
9	OLFM1	137967089	138013030	NM_014279|NM_006334|NM_001282612|NM_001282611	+	no	black
9	LOC401557	138073455	138079152	NR_046107	+	no	black
9	C9orf62	138235095	138238404	NM_173520	+	no	black
9	PPP1R26-AS1	138354565	138364095	NR_038969	-	no	black
9	PPP1R26	138371648	138380739	NM_014811	+	no	black
9	C9orf116	138387026	138391761	NM_001048265|NM_144654	-	no	black
9	MRPS2	138392477	138396519	NM_016034|NR_051967|NR_051969|NR_051968|NR_051970	+	no	black
9	LOC101928525	138395119	138398293	NR_121579	-	no	black
9	LCN1	138413284	138418386	NM_002297|NM_001252617|NM_001252619|NM_001252618	+	no	black
9	OBP2A	138437985	138441815	NM_014582|NM_001293189|NM_001293193|NR_120603	+	no	black
9	PAEP	138453604	138458622	NM_002571|NM_001018049	+	no	black
9	LINC01502	138466771	138478958	NR_034016|NR_034017|NR_109814	+	no	black
9	GLT6D1	138515502	138531386	NM_182974	-	no	black
9	LCN9	138555168	138557755	NM_001001676*	+	no	black
9	SOHLH1	138585255	138591374	NM_001101677|NM_001012415	-	no	black
9	KCNT1	138594031	138684993	NM_020822|NM_001272003	+	no	black
9	CAMSAP1	138700333	138799005	NM_015447	-	no	black
9	UBAC1	138824815	138853226	NM_016172	-	no	black
9	NACC2	138898383	138987131	NM_144653	-	no	black
9	C9orf69	139006427	139010731	NM_001256526|NM_152833	-	no	black
9	LHX3	139088096	139096955	NM_014564|NM_178138	-	no	black
9	QSOX2	139098182	139137687	NM_181701	-	no	black
9	DKFZP434A062	139216998	139221779	NR_026964	-	no	black
9	GPSM1	139221932	139254057	NM_015597|NM_001145638|NM_001145639|NM_001200003	+	no	black
9	DNLZ	139256352	139258263	NR_073565|NM_001080849	-	no	black
9	CARD9	139258408	139268133	NM_052814|NM_052813	-	no	black
9	SNAPC4	139270029	139292889	NM_003086	-	no	black
9	SDCCAG3	139296374	139305054	NM_001039707|NM_006643|NM_001039708	-	no	black
9	PMPCA	139305025	139318213	NM_015160|NM_001282944|NM_001282946	+	no	black
9	INPP5E	139323067	139334256	NM_019892	-	no	black
9	SEC16A	139334548	139378211	NM_014866|NM_001276418	-	no	black
9	C9orf163	139377947	139380519	NM_152571	+	no	black
9	NOTCH1	139388896	139440238	NM_017617	-	yes	red4
9	MIR4673	139414020	139414078	NR_039820	-	no	black
9	MIR4674	139440625	139440711	NR_039821	-	no	black
9	LINC01573	139442294	139444196	NR_121577	+	no	black
9	EGFL7	139553308	139567130	NR_046367|NM_016215|NR_045111|NR_045110|NM_201446	+	no	black
9	MIR126	139565054	139565138	NR_029695	+	no	black
9	AGPAT2	139567595	139581911	NM_006412|NM_001012727	-	no	black
9	FAM69B	139607024	139619170	NM_152421	+	no	black
9	SNHG7	139619046	139622636	NR_024542|NR_024543|NR_003672	-	no	black
9	SNORA43	139620556	139620689	NR_002975	-	no	black
9	SNORA17	139621199	139621331	NR_002958	-	no	black
9	LCN10	139632619	139637411	NM_001001712	-	no	black
9	LCN6	139638469	139642980	NM_198946	-	no	black
9	LOC100128593	139640613	139644363	NR_033913	+	no	black
9	MIR6722	139641345	139641422	NR_106780	-	no	black
9	LCN8	139648840	139652731	NM_178469	-	no	black
9	LCN15	139654086	139658965	NM_203347	-	no	black
9	TMEM141	139685777	139687769	NM_032928	+	no	black
9	CCDC183	139690790	139702193	NM_001039374	+	no	black
9	CCDC183-AS1	139698379	139703300	NR_024580	-	no	black
9	RABL6	139702374	139735639	NM_001173989|NM_024718|NM_001173988	+	no	black
9	MIR4292	139725409	139725475	NR_036251	+	no	black
9	C9orf172	139738867	139741797	NM_001080482	+	no	black
9	PHPT1	139743268	139745495	NM_001287343|NM_001287342|NM_014172|NM_001135861|NR_109808|NR_109807	+	no	black
9	MAMDC4	139746819	139755251	NM_206920	+	no	black
9	EDF1	139756566	139760788	NM_001281299|NM_001281298|NM_001281297|NM_003792|NM_153200	-	no	black
9	TRAF2	139780965	139821067	NM_021138	+	no	black
9	MIR4479	139781185	139781255	NR_039697	+	no	black
9	FBXW5	139834885	139839206	NM_018998	-	no	black
9	C8G	139839698	139841426	NM_000606	+	no	black
9	LCN12	139846768	139849949	NM_178536	+	no	black
9	PTGDS	139871956	139876194	NM_000954	+	no	black
9	LCNL1	139877445	139880210	NM_207510	+	no	black
9	C9orf142	139886870	139888428	NM_183241	+	no	black
9	CLIC3	139889060	139891024	NM_004669	-	no	black
9	ABCA2	139901686	139923374	NM_001606|NM_212533	-	no	black
9	C9orf139	139921916	139931234	NM_207511	+	no	black
9	FUT7	139924626	139927292	NM_004479	-	no	black
9	NPDC1	139933909	139940676	NM_015392	-	no	black
9	ENTPD2	139942551	139948503	NM_001246|NM_203468	-	no	black
9	SAPCD2	139956579	139965028	NM_178448	-	no	black
9	UAP1L1	139971953	139978990	NM_207309	+	no	black
9	MAN1B1-AS1	139979398	139981269	NR_027447	-	no	black
9	MAN1B1	139981379	140003639	NR_045720|NM_016219|NR_045721	+	no	black
9	DPP7	140004992	140009195	NM_013379	-	no	black
9	GRIN1	140033609	140063214	NM_007327|NM_001185090|NM_000832|NM_021569|NM_001185091	+	no	black
9	LRRC26	140063212	140064491	NM_001013653	-	no	black
9	MIR3621	140063638	140063722	NR_037416	-	no	black
9	TMEM210	140065380	140066498	NM_001282477	-	no	black
9	ANAPC2	140069236	140083057	NM_013366	-	no	black
9	SSNA1	140083054	140084822	NM_003731	+	no	black
9	TPRN	140086069	140095163	NM_001128228	-	no	black
9	TMEM203	140098535	140100090	NM_053045	-	no	black
9	NDOR1	140100119	140113813	NM_001144028|NM_014434|NM_001144027|NM_001144026	+	no	black
9	RNF208	140114699	140115775	NM_031297	-	no	black
9	CYSRT1	140119087	140120763	NM_199001	+	no	black
9	RNF224	140122018	140124090	NM_001190228	+	no	black
9	SLC34A3	140125209	140131006	NM_001177317|NM_001177316|NM_080877	+	no	black
9	TUBB4B	140135711	140138159	NM_006088	+	no	black
9	FAM166A	140138035	140142244	NM_001001710	-	no	black
9	C9orf173-AS1	140144671	140147949	NR_038389	-	no	black
9	C9orf173	140145713	140147935	NM_001256701|NM_001256700|NR_046339|NR_046340|NM_001256699|NM_001004353	+	no	black
9	NELFB	140149759	140168000	NM_015456	+	no	black
9	TOR4A	140172280	140177093	NM_017723	+	no	black
9	NRARP	140194083	140196703	NM_001004354	-	no	black
9	EXD3	140201346	140317714	NM_017820|NM_001286823|NR_104598|NR_104599	-	no	black
9	NOXA1	140317847	140328858	NM_001256068|NM_006647|NM_001256067	+	no	black
9	ENTPD8	140328816	140335901	NM_001033113|NM_198585	-	no	black
9	NSMF	140342023	140353786	NM_001178064|NM_001130970|NM_001130971|NM_001130969|NM_015537	-	no	black
9	MIR7114	140344478	140344538	NR_106964	-	no	black
9	PNPLA7	140354404	140445021	NM_001098537|NM_152286	-	no	black
9	MRPL41	140446309	140447007	NM_032477	+	no	black
9	DPH7	140449359	140473387	NM_138778	-	no	black
9	ZMYND19	140476531	140484937	NM_138462	-	no	black
9	ARRDC1	140500096	140509812	NM_152285	+	no	black
9	ARRDC1-AS1	140509784	140513347	NR_122036|NR_122035	-	no	black
9	EHMT1	140513444	140730578	NM_001145527|NM_024757	+	no	black
9	EHMT1-IT1	140657474	140659224	NR_024341	+	no	black
9	MIR602	140732871	140732968	NR_030333	+	no	black
9	LOC100133077	140762377	140787022	NR_121583	-	no	black
9	CACNA1B	140772241	141019076	NM_001243812|NM_000718	+	no	black
9	LOC101928786	140934955	140939523	NR_121582	-	no	black
9	TUBBP5	141044565	141071885	NR_027156	+	no	black
9	FAM157B	141106637	141134172	NM_001145249	+	no	black
10	TUBB8	92828	95178	NM_177987	-	no	black
10	ZMYND11	180405	300577	NM_006624|NM_212479|NM_001202466|NM_001202465|NM_001202464|NM_001202467|NM_001202468	+	no	black
10	DIP2C	320130	735608	NM_014974	-	no	black
10	MIR7641-2	327977	328026	NR_106988	-	no	black
10	MIR5699	687629	687718	NR_049884	-	no	black
10	PRR26	695888	711109	NR_027151|NR_027152	+	no	black
10	LARP4B	852854	977645	NM_015155	-	no	black
10	LOC101927762	978966	988683	NR_120629	+	no	black
10	GTPBP4	1034349	1063708	NM_012341	+	no	black
10	IDI2	1064847	1071799	NM_033261	-	no	black
10	IDI2-AS1	1068577	1090141	NR_027709|NR_024629|NR_024628|NR_027708	+	no	black
10	IDI1	1085964	1095061	NM_004508	-	no	black
10	WDR37	1102776	1178237	NM_014023	+	no	black
10	LINC00200	1205708	1210612	NR_015376	+	no	black
10	ADARB2	1223253	1779670	NM_018702	-	no	black
10	ADARB2-AS1	1568825	1599179	NR_033387	+	no	black
10	LINC00700	2047667	2056542	NR_040253	-	no	black
10	MIR6072	2118213	2118283	NR_106720	-	no	black
10	LINC00701	2342513	2357268	NR_038884	-	no	black
10	PFKP	3109712	3178997	NM_002627|NM_001242339	+	no	black
10	PITRM1	3179919	3215033	NM_001242307|NM_014889|NM_001242309	-	no	black
10	PITRM1-AS1	3183793	3190821	NR_038284	+	no	black
10	KLF6	3818188	3827473	NR_027653|NM_001160124|NM_001160125|NM_001300	-	yes	red4
10	MIR6078	4033352	4033451	NR_106726	+	no	black
10	LOC101927964	4093918	4131205	NR_120632	+	no	black
10	LINC00702	4249068	4286104	NR_108040	-	no	black
10	LINC00703	4426438	4452804	NR_108054|NR_108055|NR_108056	+	no	black
10	LINC00704	4692377	4720262	NR_024475	-	no	black
10	LINC00705	4698348	4704606	NR_015425	+	no	black
10	AKR1E2	4868369	4890251	NR_073126|NM_001271025|NR_073127|NR_073125|NM_001040177|NM_001271021	+	no	black
10	AKR1C6P	4913859	4958465	NR_026743	-	no	black
10	AKR1C1	5005454	5020158	NM_001353	+	no	black
10	AKR1C2	5029968	5060225	NM_205845|NM_001354|NM_001135241	-	no	black
10	AKR1C3	5090958	5149878	NM_001253908|NM_001253909|NM_003739	+	no	black
10	AKR1C8P	5196655	5227150	NR_027916	-	no	black
10	AKR1C4	5238798	5260910	NM_001818	+	no	black
10	UCN3	5406976	5416169	NM_053049	+	no	black
10	TUBAL3	5435061	5446793	NM_024803|NM_001171864	-	no	black
10	NET1	5454514	5501019	NM_001047160|NM_005863|NR_073040	+	no	black
10	CALML5	5540658	5541533	NM_017422	-	no	black
10	CALML3-AS1	5556207	5568209	NR_120497|NR_120496	-	no	black
10	CALML3	5566852	5568231	NM_005185	+	no	black
10	ASB13	5680820	5708558	NM_024701|NR_037164|NR_024581	-	no	black
10	FAM208B	5726801	5805703	NM_017782	+	no	black
10	GDI2	5807186	5855512	NM_001494|NM_001115156	-	no	black
10	ANKRD16	5903689	5931860	NM_019046|NM_001009943|NM_001009941	-	no	black
10	FBXO18	5931535	5979558	NM_001258452|NM_178150|NM_001258453|NM_032807	+	no	black
10	IL15RA	5994334	6020150	NM_002189|NM_172200|NM_001256765|NM_001243539|NR_046362	-	no	black
10	IL2RA	6052657	6104333	NM_000417	-	no	black
10	RBM17	6130949	6159422	NM_032905|NM_001145547	+	no	black
10	PFKFB3	6186843	6277507	NM_001145443|NM_001282630|NM_004566	+	no	black
10	MIR3155A	6194159	6194240	NR_036111	+	no	black
10	MIR3155B	6194170	6194225	NR_039698	-	no	black
10	LOC399715	6368507	6377943	NR_040079	+	no	black
10	PRKCQ	6469105	6622263	NM_001282645|NM_001242413|NM_006257|NM_001282644	-	no	black
10	PRKCQ-AS1	6622387	6627323	NR_036502|NR_036503	+	no	black
10	LOC101928150	6660678	6681743	NR_120634	+	no	black
10	MIR4454	6677032	6677083	NR_039659	+	no	black
10	LINC00706	6816265	6821142	NR_108074	-	no	black
10	LINC00707	6821560	6884868	NR_038291	+	no	black
10	SFMBT2	7200586	7453448	NM_001018039|NM_001029880	-	no	black
10	ITIH5	7601232	7708961	NM_032817|NM_030569|NM_001001851	-	no	black
10	ITIH2	7745236	7791483	NM_002216	+	no	black
10	KIN	7792925	7829990	NR_045609|NM_012311	-	no	black
10	ATP5C1	7830093	7849762	NM_005174|NM_001001973	+	no	black
10	TAF3	7860467	8057016	NM_031923	+	no	black
10	GATA3-AS1	8092413	8095447	NR_024256|NR_104329|NR_104328|NR_104330|NR_104336|NR_104327	-	no	black
10	GATA3	8096667	8117164	NM_001002295|NM_002051	+	yes	red4
10	LINC00708	8301295	8310268	NR_108058	-	no	black
10	LOC101928272	9239329	9337556	NR_120635	-	no	black
10	LINC00709	9317576	9329019	NR_108039	+	no	black
10	LOC101928298	10100685	10105465	NR_120636	+	no	black
10	LOC101928322	10461501	10504312	NR_120637	-	no	black
10	SFTA1P	10826402	10836877	NR_027082	-	no	black
